layer,norm_tau_A,norm_tau_U,norm_tau_AU,eta,cos_R_vs_tau_A,cos_R_vs_tau_U,theta_A_deg,theta_U_deg,alpha_A_given_U,alpha_U_given_A,alpha_A_given_U_span,alpha_U_given_A_span,norm_R_parallel_A,norm_R_parallel_U,norm_R_in_span,norm_R_perp,ncf,cai,rna
15,15.106860160827637,3.829566240310669,3.2904152870178223,0.17376115300627246,0.21595792472362518,0.11645600199699402,77.52826729877434,83.3123878599669,1.0470376431451736,1.1000605723771997,1.047037655681576,1.1000605805057093,0.710591197013855,0.38318854570388794,0.7454721927642822,3.2048561573028564,0.94867106624894,0.5033825045617153,0.5955344306084976
16,17.493331909179688,4.497973918914795,3.673215627670288,0.1670303553010187,0.22193101048469543,0.06254837661981583,77.17752410958673,86.4139010916321,1.0466006436604172,1.0510793823867965,1.0466006249619388,1.0510793764946134,0.8152003884315491,0.22975371778011322,0.8152148127555847,3.581610918045044,0.9507448103791764,0.5143651855705017,0.5909316202475643
17,17.880355834960938,4.748483657836914,3.9296131134033203,0.1736550879207685,0.2378602772951126,0.09554724395275116,76.2397134669939,84.51718213754349,1.0522751742778007,1.0790702223523625,1.0522751802437256,1.0790702276392516,0.9346986413002014,0.375463604927063,0.939126193523407,3.815743923187256,0.9428852749856365,0.49725428734785654,0.5803157592549272
18,19.288272857666016,5.096078872680664,4.333204746246338,0.17770432416608223,0.25409311056137085,0.08989611268043518,75.28014565341357,84.84236944023225,1.0570832560144316,1.0764388245273864,1.0570832560144316,1.0764388245273864,1.1010375022888184,0.3895381987094879,1.1016125679016113,4.190836429595947,0.935369060065858,0.49777525790478633,0.5820205571224087
19,22.478849411010742,6.27935266494751,5.478062629699707,0.1904869648431352,0.23869991302490234,0.09921995550394058,76.1901791177959,84.30574617168988,1.0581708136032275,1.086558781276543,1.0581708211526186,1.086558781276543,1.3076130151748657,0.5435331463813782,1.3112056255340576,5.318825721740723,0.942708741492421,0.4724383100334966,0.5633000525430256
20,34.98270797729492,10.04644775390625,7.817588806152344,0.17361171173367876,0.13445515930652618,-0.01942988485097885,82.27288441902441,91.11332045608259,1.0300467098507642,0.9848807342265722,1.0300467067336463,0.9848807342265722,1.0511151552200317,0.1518949270248413,1.1185232400894165,7.737156391143799,0.9795285612382356,0.49018811865132145,0.5537803188384515
21,43.329559326171875,12.254626274108887,9.76110553741455,0.17560940095179073,0.0796671062707901,-0.04079452157020569,85.43056874328937,92.33800270054698,1.0179470786366953,0.9675061615131733,1.0179470887959428,0.9675061805643234,0.7776392102241516,0.3981998562812805,0.9773624539375305,9.712051391601562,0.9899743146805448,0.49265165706150454,0.5590606880514486
22,50.403751373291016,14.28748607635498,11.777938842773438,0.1820638977592668,0.04405497387051582,-0.06842134147882462,87.4750187166525,93.92331932234089,1.010294409221976,0.9435966350821219,1.0102944099727416,0.943596616394741,0.518876850605011,0.8058621883392334,1.070204734802246,11.729215621948242,0.9917434718787663,0.4901169896479937,0.5582868208304895
23,59.374847412109375,17.39147186279297,14.378508567810059,0.1873023052524792,-0.03919102996587753,-0.02258947119116783,92.24605582887334,91.29439146119363,0.990509304578514,0.9813240119706845,0.9905093024143755,0.9813240088176596,0.5635085105895996,0.324802964925766,0.6076350212097168,14.365665435791016,0.9982143632697329,0.46137440216491843,0.5468983786171091
24,73.3836669921875,20.339889526367188,16.8077392578125,0.17933313545022908,-0.02518966794013977,-0.06156172975897789,91.4434143334835,93.52945904461994,0.9942305788137322,0.9491288598371413,0.9942305784595463,0.9491288644474808,0.4233812987804413,1.0347133874893188,1.0631366968154907,16.77408218383789,0.9959990603097476,0.4907550202950195,0.565959929717984
25,85.2094497680664,24.198612213134766,19.74980354309082,0.18051506610800896,-0.025436893105506897,-0.03273806348443031,91.45758383245152,91.87608809478013,0.9941042509197767,0.9732806852888249,0.9941042514451701,0.9732806771457362,0.502373456954956,0.6465703248977661,0.7484368681907654,19.735618591308594,0.9985640507302223,0.47785783477917354,0.5576448064662571
26,96.40116882324219,27.620676040649414,23.331850051879883,0.18812693905339234,-0.016811732202768326,-0.028448862954974174,90.96328668147291,91.6302197294553,0.9959310770329104,0.9759685647497768,0.995931077853877,0.9759685647497768,0.39224889874458313,0.663764476776123,0.7138913869857788,23.3209228515625,0.9990635426086085,0.4697491970586323,0.5545836933205633
27,109.00436401367188,32.229454040527344,27.223337173461914,0.19275367292759357,-0.009719780646264553,0.014770898967981339,90.55691117800902,89.15365905191652,0.9975725306405255,1.0124765699685843,0.9975725296773764,1.0124765699685843,0.264604777097702,0.4021131098270416,0.5486100316047668,27.217805862426758,0.999593675878151,0.4502309032165601,0.5436014619263903
28,139.4534454345703,32.166927337646484,23.763469696044922,0.13846531918562105,0.09270597994327545,-0.08687169849872589,84.68070061415555,94.9836635007929,1.0157974981941347,0.935823123916177,1.0157974966248868,0.9358231312896299,2.2030153274536133,2.064373254776001,2.998251438140869,23.573566436767578,0.9840810735149486,0.5789656362592781,0.6251385914017825
