layer,norm_tau_A,norm_tau_U,norm_tau_AU,eta,cos_R_vs_tau_A,cos_R_vs_tau_U,theta_A_deg,theta_U_deg,alpha_A_given_U,alpha_U_given_A,alpha_A_given_U_span,alpha_U_given_A_span,norm_R_parallel_A,norm_R_parallel_U,norm_R_in_span,norm_R_perp,ncf,cai,rna
10,2.4144482612609863,10.699195861816406,2.1434030532836914,0.16344831623707456,-0.2191651463508606,0.156942218542099,102.6600027663595,80.9705440296778,0.8054382640443363,1.0314407202012263,0.8054382844934407,1.0314407139529667,0.4697592258453369,0.3363903760910034,0.688905656337738,2.0296761989593506,0.8966972275016811,-0.5947140591675806,-0.6317654739202709
11,2.710639476776123,11.255471229553223,2.2958571910858154,0.1643877266704947,-0.19374291598796844,0.14987385272979736,101.17129759773243,81.38038378683996,0.8359036450311935,1.0305708191095144,0.8359035963582248,1.0305708172275443,0.4448060691356659,0.34408894181251526,0.6695573925971985,2.196053981781006,0.9149477249793329,-0.5744285959628663,-0.6118261501955858
12,2.7827329635620117,11.730745315551758,2.3548614978790283,0.1622534206459217,-0.19175955653190613,0.16526558995246887,101.05548774375072,80.48733652857109,0.8377252654695709,1.0331758635643786,0.8377252808641222,1.0331758704946283,0.4515672028064728,0.3891775608062744,0.7308720350265503,2.2385706901550293,0.9036721281340485,-0.5797694273298238,-0.6165312114533872
13,2.9345290660858154,12.060962677001953,2.4547410011291504,0.16369859965570566,-0.15572580695152283,0.18550482392311096,98.9588930914562,79.30943385211044,0.8697349880077201,1.0377553929876606,0.8697350156939144,1.0377553897096816,0.38226640224456787,0.4553664028644562,0.7374469041824341,2.34135103225708,0.9097492544187272,-0.5671677914692629,-0.6086118255532957
14,3.1925432682037354,12.657646179199219,2.635793447494507,0.1662941288227592,-0.1004379540681839,0.22050923109054565,95.76439036915103,77.26105566257866,0.9170774978042483,1.0459182324457643,0.9170774978042483,1.045918241374407,0.2647336721420288,0.5812167525291443,0.7730827927589417,2.519871473312378,0.9139743998641228,-0.5486447364880097,-0.5971602381430673
15,3.7146589756011963,13.998466491699219,3.025970220565796,0.1708320885799411,-0.1354473978281021,0.03846142441034317,97.78449152466595,87.79577903551879,0.8896642243417481,1.0083139918705954,0.8896642070634009,1.0083139900455635,0.4098598062992096,0.1163831278681755,0.4715847969055176,2.988997220993042,0.9757121715719063,-0.5277510814257969,-0.5805755471713248
16,4.179839134216309,15.975505828857422,3.340848684310913,0.1657549741160013,-0.2463809847831726,-0.014166053384542465,104.26346032790136,90.81168222050313,0.8030733715823855,0.9970375513667231,0.8030733442894056,0.9970375516002683,0.8231217265129089,0.04732661321759224,0.8523925542831421,3.230278253555298,0.9349023587924686,-0.5545218649815515,-0.5852376483954692
17,4.274536609649658,16.380401611328125,3.5019733905792236,0.16954654385395582,-0.23071837425231934,0.018364543095231056,103.33936912058914,88.94773003483333,0.8109807798656434,1.0039261625104121,0.8109808059627289,1.0039261629546965,0.8079695105552673,0.06431211531162262,0.877437949180603,3.390268087387085,0.9372218377119624,-0.5514601768661892,-0.5861002761810432
18,4.589540004730225,17.90772247314453,3.8178110122680664,0.16970113649719534,-0.25378045439720154,0.014478945173323154,104.70133336522522,89.17038856144195,0.7888926121111185,1.0030868161769064,0.7888925668357736,1.0030868184072956,0.9688858985900879,0.055277854204177856,1.0551115274429321,3.6691174507141113,0.9236222257337505,-0.5605282948534818,-0.5919912467391242
19,5.55864143371582,21.12957763671875,4.821998596191406,0.18067891985068674,-0.24653539061546326,0.0036019515246152878,104.27258870974775,89.7936229333693,0.7861360009740235,1.0008220048826661,0.7861359855416483,1.0008220038146238,1.1887933015823364,0.017368614673614502,1.2891274690628052,4.646485328674316,0.9285279496752334,-0.5444291327567828,-0.5834385635127731
20,9.122901916503906,31.920957565307617,7.3071208000183105,0.17803200991554222,-0.4154098629951477,-0.09531021118164062,114.5451301579323,95.46917462089552,0.6672714269142503,0.9781822579487457,0.6672714269142503,0.9781822598206268,3.0354504585266113,0.6964432597160339,3.0393807888031006,6.645011901855469,0.8269875130246617,-0.5611225957953723,-0.5554559422793085
21,11.250039100646973,39.792911529541016,9.469538688659668,0.18552098908647247,-0.43964651226997375,-0.1402876079082489,116.08132940796261,98.06448921343824,0.6299346953194116,0.966615687802059,0.6299346350381949,0.966615687802059,4.163249492645264,1.3284586668014526,4.16408109664917,8.50485610961914,0.8066335754229653,-0.5629506056411071,-0.5591932298369364
22,13.023457527160645,46.46816635131836,11.52319622039795,0.19369443069832729,-0.41265609860420227,-0.14287203550338745,114.37179633137931,98.21407283102585,0.6348805657956271,0.9645705228066368,0.6348804758318929,0.9645705263399246,4.755117893218994,1.6463429927825928,4.763759613037109,10.492409706115723,0.8290955163114643,-0.5517060793479204,-0.5621750868130956
23,15.659350395202637,55.43100357055664,13.814197540283203,0.19431887404856127,-0.3683217763900757,-0.14384502172470093,111.61215406148554,98.27040267854343,0.6750778296213409,0.9641517677949955,0.6750777673952404,0.9641517677949955,5.088070392608643,1.9871033430099487,5.133975982666016,12.82475471496582,0.8618800160507938,-0.5366447240929668,-0.5594521753108098
24,18.500415802001953,67.75890350341797,16.49882698059082,0.19127008086234054,-0.4031115472316742,-0.16771730780601501,113.77284099155736,99.65512494554497,0.6405017245193687,0.9591619830225512,0.6405017022284949,0.9591619896694233,6.650867938995361,2.767139434814453,6.711327075958252,15.072137832641602,0.8345331209057949,-0.5546223959663649,-0.5710511987846217
25,21.891267776489258,79.24124908447266,19.300065994262695,0.19083937185987612,-0.37276366353034973,-0.152963325381279,111.88616086395196,98.79869485893005,0.6713591990624903,0.9627441237085945,0.6713591990624903,0.9627441188484696,7.194364547729492,2.952202320098877,7.235599994659424,17.89241600036621,0.8594495448857588,-0.5448636449249874,-0.567077563996138
26,24.916584014892578,90.73675537109375,22.286701202392578,0.19270261731124752,-0.35793837904930115,-0.12509788572788239,110.9736386889232,97.1864085918587,0.6798410780748656,0.9692735429419883,0.6798410780748656,0.9692735392353213,7.97726583480835,2.7880184650421143,7.980716705322266,20.808778762817383,0.8717693676026304,-0.5433431600178122,-0.5691160471453315
27,29.28376579284668,103.76798248291016,25.57236099243164,0.19219860935242708,-0.3041509985923767,-0.09572272002696991,107.707093247918,95.49291819610296,0.734396848000596,0.9764102972928277,0.7343969013816907,0.9764103001269809,7.777860164642334,2.4478554725646973,7.786059856414795,24.358217239379883,0.9072967303033752,-0.5254899197067335,-0.5598138893304343
28,28.821168899536133,132.18869018554688,23.21732521057129,0.14419815867834834,-0.35856208205223083,-0.09448942542076111,111.01191479281665,95.42193385383153,0.7111549360697589,0.9834040861092606,0.7111550279171643,0.9834040896022033,8.324851989746094,2.1937923431396484,8.325421333312988,21.673294067382812,0.8714158959408277,-0.6314165797369549,-0.6419949801022304
